nodeNo,x,y,region,newNodeNo
42985848,-74.176742,40.526796,0,184
42985843,-74.177156,40.527421,0,185
42972638,-74.161708,40.546609,0,186
42951596,-74.181031,40.551733,0,187
42955957,-74.179339,40.522514,0,188
43002735,-74.178934,40.521697,0,189
43011879,-74.156497,40.534817,0,190
2663757139,-74.1545472,40.5337474,0,191
43011875,-74.157029,40.534297,0,192
2663757185,-74.1550044,40.5331262,0,193
42970552,-74.164598,40.54585,0,194
42970531,-74.160772,40.547373,0,195
42957390,-74.195824,40.516798,0,196
42956964,-74.160178,40.54943,0,197
42970519,-74.159647,40.547806,0,198
42970509,-74.157791,40.548549,0,199
42955414,-74.184396,40.540732,0,200
43018253,-74.1858237,40.5402639,0,201
42970502,-74.156752,40.549077,0,202
42955412,-74.1849139,40.5413206,0,203
43018246,-74.1819927,40.5447144,0,204
42970497,-74.155648,40.549645,0,205
43006759,-74.167085,40.546995,0,206
42956976,-74.1642664,40.5488571,0,207
42968680,-74.164788,40.550937,0,208
42968672,-74.164104,40.548123,0,209
42990688,-74.19926,40.5228,0,210
42957281,-74.1959399,40.513597,0,211
42956915,-74.191771,40.550777,0,212
42968496,-74.191129,40.551876,0,213
43002273,-74.172571,40.552126,0,214
42956437,-74.1680422,40.5571097,0,215
42982632,-74.167548,40.554999,0,216
42956434,-74.167144,40.557251,0,217
42982629,-74.166677,40.5551349,0,218
42996248,-74.179554,40.522875,0,219
42956560,-74.1751526,40.525986,0,220
42977422,-74.1759467,40.5256825,0,221
42955417,-74.184041,40.540044,0,222
43012851,-74.1863644,40.5396312,0,223
42977418,-74.1744397,40.5262585,0,224
43013094,-74.180423,40.560664,0,225
359872922,-74.1849564,40.5417366,0,226
359872614,-74.1833685,40.5436021,0,227
359872911,-74.2019937,40.5322717,0,228
43004224,-74.156462,40.560352,0,229
42983817,-74.197857,40.515463,0,230
42956317,-74.165295,40.557469,0,231
42982721,-74.164848,40.555479,0,232
42956315,-74.164338,40.557591,0,233
42982716,-74.163893,40.555453,0,234
42955423,-74.18373,40.5393473,0,235
43010184,-74.182768,40.539909,0,236
43010179,-74.186247,40.538581,0,237
42956289,-74.158574,40.55834,0,238
42982703,-74.157655,40.556256,0,239
42956284,-74.157623,40.558463,0,240
42982697,-74.156709,40.556386,0,241
42956280,-74.156705,40.558672,0,242
42982679,-74.154915,40.556843,0,243
42955972,-74.1876895,40.5194846,0,244
42991460,-74.188227,40.520201,0,245
42955327,-74.174935,40.560619,0,246
43011411,-74.174774,40.559901,0,247
42959348,-74.173623,40.546699,0,248
42956296,-74.159542,40.558214,0,249
42959927,-74.160107,40.55154,0,250
42995217,-74.174519,40.55262,0,251
42956960,-74.159264,40.549679,0,252
42959918,-74.158632,40.548206,0,253
42995211,-74.174646,40.553325,0,254
43006832,-74.158282,40.555443,0,255
42983687,-74.157982,40.554758,0,256
42956937,-74.19227,40.550991,0,257
2551590223,-74.1667358,40.5514505,0,258
42966747,-74.1747161,40.5242005,0,259
42955435,-74.182902,40.537603,0,260
43001523,-74.185427,40.536933,0,261
42956009,-74.154025,40.557072,0,262
42982671,-74.153012,40.557331,0,263
42956301,-74.161745,40.557928,0,264
42955431,-74.183229,40.538277,0,265
42998317,-74.1819615,40.5391523,0,266
42972303,-74.200368,40.524493,0,267
42955290,-74.167866,40.55189,0,268
43002257,-74.167932,40.552938,0,269
42970370,-74.16453,40.558306,0,270
42970367,-74.161986,40.558635,0,271
42970364,-74.159849,40.55891,0,272
42997019,-74.185748,40.537633,0,273
42997929,-74.180659,40.557721,0,274
42956321,-74.166215,40.557349,0,275
42968707,-74.165797,40.5555836,0,276
42964741,-74.167623,40.559368,0,277
42977058,-74.167973,40.546877,0,278
42999083,-74.1677479,40.5513551,0,279
42982641,-74.173044,40.554258,0,280
43005422,-74.1976936,40.5588667,0,281
43017059,-74.196604,40.557813,0,282
448192917,-74.1734908,40.5585383,0,283
448192672,-74.1733449,40.5586231,0,284
42964773,-74.1595004,40.5603827,0,285
42956552,-74.1766709,40.5281154,0,286
42956450,-74.173523,40.556408,0,287
42959728,-74.173363,40.555683,0,288
42964771,-74.1585563,40.560505,0,289
42995500,-74.170001,40.551726,0,290
42964768,-74.1576175,40.5606843,0,291
42956580,-74.1807827,40.5338333,0,292
42955448,-74.181959,40.535549,0,293
42989781,-74.183202,40.535154,0,294
42964189,-74.201615,40.523544,0,295
42962961,-74.154229,40.560078,0,296
42970561,-74.166672,40.545115,0,297
42956453,-74.1746829,40.5562361,0,298
42955967,-74.184941,40.52041,0,299
42971095,-74.186083,40.521992,0,300
42962816,-74.164265,40.536411,0,301
42971092,-74.184973,40.52241,0,302
42962814,-74.162272,40.53747,0,303
42955960,-74.18039,40.522131,0,304
42971088,-74.181508,40.523645,0,305
42985437,-74.180962,40.539041,0,306
42977671,-74.155574,40.559715,0,307
42956312,-74.163482,40.557705,0,308
42956309,-74.162612,40.557815,0,309
42970127,-74.173443,40.543629,0,310
43005425,-74.199466,40.557181,0,311
42956016,-74.154929,40.559126,0,312
42955441,-74.182274,40.53627,0,313
42981322,-74.183615,40.53591,0,314
42981311,-74.180668,40.537113,0,315
42949067,-74.171344,40.557746,0,316
42959457,-74.160792,40.555117,0,317
42979488,-74.18083,40.535925,0,318
42951890,-74.1665439,40.5588666,0,319
42951887,-74.1656373,40.5589767,0,320
42960319,-74.168739,40.54605,0,321
43009750,-74.183191,40.560457,0,322
42978024,-74.182722,40.542579,0,323
42955438,-74.182583,40.536935,0,324
42977196,-74.183952,40.536535,0,325
42977160,-74.181348,40.5375,0,326
42955325,-74.177025,40.560348,0,327
42979735,-74.176882,40.559603,0,328
42960320,-74.1725565,40.545595,0,329
42948143,-74.165191,40.53768,0,330
42948146,-74.163357,40.538657,0,331
42959353,-74.1741271,40.5461355,0,332
42952390,-74.182714,40.521262,0,333
42953525,-74.179975,40.5213246,0,334
43026098,-74.1808864,40.5210042,0,335
42955395,-74.177982,40.560239,0,336
42964809,-74.177834,40.559565,0,337
43004507,-74.1937429,40.5154004,0,338
43013273,-74.194875,40.515228,0,339
42955295,-74.200144,40.548801,0,340
42964088,-74.199739,40.549214,0,341
42968404,-74.198917,40.529838,0,342
2540788091,-74.2001652,40.5294968,0,343
42962099,-74.19985,40.548132,0,344
42954586,-74.173208,40.55498,0,345
42955408,-74.1855748,40.5419663,0,346
43004563,-74.186598,40.532628,0,347
43004561,-74.186983,40.533145,0,348
42955398,-74.179352,40.56008,0,349
42954453,-74.155201,40.545732,0,350
42983959,-74.155911,40.545317,0,351
43002669,-74.185878,40.533541,0,352
42955288,-74.167001,40.552004,0,353
448115082,-74.1851109,40.5419062,0,354
448115084,-74.1854885,40.5414692,0,355
42953069,-74.179284,40.543163,0,356
43019464,-74.17966,40.543467,0,357
2663757204,-74.1554996,40.5326,0,358
42952904,-74.178112,40.547929,0,359
43022760,-74.179117,40.546814,0,360
43004221,-74.155585,40.560605,0,361
42966021,-74.19979,40.5563,0,362
42953034,-74.180462,40.549106,0,363
43017147,-74.181996,40.547323,0,364
2663757108,-74.153379,40.5348546,0,365
42953027,-74.18202,40.549888,0,366
43017134,-74.183558,40.548103,0,367
43016863,-74.179658,40.550026,0,368
42992295,-74.187439,40.533705,0,369
43005196,-74.1649453,40.560073,0,370
42971750,-74.1627191,40.5607359,0,371
2663757126,-74.1526331,40.5354976,0,372
42952954,-74.177302,40.544929,0,373
43017165,-74.178096,40.545354,0,374
42952867,-74.196997,40.557589,0,375
43019817,-74.197525,40.55736,0,376
42990687,-74.19784,40.523435,0,377
42952915,-74.176657,40.547021,0,378
42953091,-74.181031,40.540668,0,379
43010201,-74.177843,40.540738,0,380
42952890,-74.174266,40.53976,0,381
43016156,-74.17346,40.540051,0,382
43004496,-74.1960041,40.5211013,0,383
42952907,-74.177349,40.547581,0,384
43012859,-74.176525,40.54853,0,385
42954589,-74.1755607,40.5546941,0,386
42959733,-74.1751893,40.5554209,0,387
42952887,-74.174994,40.540939,0,388
43011185,-74.17411,40.541113,0,389
42972331,-74.1882186,40.5299273,0,390
2694780469,-74.1873716,40.5302746,0,391
42972322,-74.1865571,40.5306036,0,392
42961368,-74.1647146,40.5589767,0,393
43004126,-74.195319,40.553799,0,394
42994333,-74.195573,40.554155,0,395
42952509,-74.199629,40.545452,0,396
43021223,-74.198347,40.543072,0,397
42960155,-74.154482,40.546151,0,398
43003767,-74.1632904,40.5507258,0,399
2663757216,-74.1585424,40.5305902,0,400
42952661,-74.155187,40.552974,0,401
43012270,-74.155378,40.553395,0,402
523529978,-74.1926791,40.5429802,0,403
523529973,-74.1915175,40.5432988,0,404
42952997,-74.187074,40.552424,0,405
43000503,-74.1886,40.550687,0,406
42954459,-74.156211,40.546776,0,407
42974340,-74.193533,40.516398,0,408
42952312,-74.1982777,40.5345693,0,409
43019262,-74.2002862,40.5333951,0,410
42953012,-74.185156,40.551455,0,411
42997173,-74.186219,40.5516,0,412
42972742,-74.1936386,40.5127219,0,413
2663757179,-74.153121,40.5349822,0,414
2663757150,-74.1525903,40.535424,0,415
42952453,-74.175581,40.548141,0,416
2540763802,-74.199992,40.5197707,0,417
42953705,-74.199835,40.519325,0,418
2540763798,-74.2013917,40.5190163,0,419
42948196,-74.153632,40.544147,0,420
42953199,-74.165556,40.541061,0,421
42986696,-74.166089,40.541655,0,422
42946903,-74.1659055,40.5602523,0,423
42952843,-74.197728,40.556427,0,424
42996981,-74.1971766,40.5566827,0,425
42985722,-74.164998,40.540447,0,426
42952893,-74.173212,40.538003,0,427
42992207,-74.172292,40.538138,0,428
43002686,-74.181824,40.528342,0,429
43019912,-74.1831324,40.527756,0,430
42964256,-74.198706,40.522056,0,431
43002674,-74.1852706,40.5327564,0,432
43016414,-74.186142,40.532364,0,433
42952287,-74.201048,40.539897,0,434
43002881,-74.199967,40.54018,0,435
43002048,-74.201003,40.533819,0,436
42952305,-74.199222,40.535835,0,437
43002053,-74.201643,40.535157,0,438
42952302,-74.199545,40.536483,0,439
43002055,-74.201959,40.535834,0,440
42953015,-74.184353,40.551056,0,441
42979301,-74.185891,40.549288,0,442
42979273,-74.1825,40.552636,0,443
43002742,-74.178495,40.520631,0,444
43010291,-74.175756,40.522055,0,445
43002442,-74.190061,40.547868,0,446
43019494,-74.1892577,40.5483847,0,447
43002438,-74.192642,40.549182,0,448
43019498,-74.192108,40.549769,0,449
42979657,-74.176498,40.544487,0,450
42951961,-74.178325,40.542055,0,451
43010215,-74.177926,40.541111,0,452
43002269,-74.170161,40.552438,0,453
42976535,-74.163869,40.551055,0,454
42953021,-74.183582,40.550675,0,455
42975067,-74.185117,40.548894,0,456
42975063,-74.182385,40.552055,0,457
43002408,-74.179503,40.554167,0,458
43015011,-74.180262,40.553284,0,459
43002216,-74.157672,40.554058,0,460
43020695,-74.157356,40.553362,0,461
60648339,-74.1738246,40.5570708,0,462
42953025,-74.182784,40.550267,0,463
42972182,-74.184349,40.548491,0,464
42972180,-74.182092,40.551104,0,465
43014075,-74.179658,40.554868,0,466
42951705,-74.1959407,40.5201066,0,467
42951700,-74.1971847,40.5196055,0,468
43002760,-74.1781076,40.5199609,0,469
42951592,-74.181673,40.554512,0,470
43014596,-74.180563,40.554658,0,471
42952516,-74.198605,40.54568,0,472
42985455,-74.198409,40.545307,0,473
43002227,-74.163394,40.553317,0,474
43016659,-74.162678,40.551794,0,475
42953521,-74.1796359,40.5208779,0,476
42990243,-74.196803,40.536504,0,477
43002278,-74.1771634,40.5517168,0,478
43013931,-74.1762021,40.5535167,0,479
42990241,-74.197095,40.537105,0,480
42952292,-74.200469,40.53853,0,481
42990237,-74.198084,40.539185,0,482
43002649,-74.185821,40.535146,0,483
43001525,-74.184584,40.535583,0,484
43002232,-74.166181,40.552916,0,485
43014330,-74.166418,40.554217,0,486
42952653,-74.1550103,40.5526333,0,487
42968268,-74.177257,40.548865,0,488
43002718,-74.1796271,40.525037,0,489
42967935,-74.174132,40.537858,0,490
42967943,-74.175089,40.539473,0,491
42995270,-74.1791269,40.5205767,0,492
42990227,-74.198724,40.540527,0,493
42979687,-74.174936,40.547841,0,494
42962217,-74.186363,40.553278,0,495
42952990,-74.188265,40.553275,0,496
42962209,-74.186921,40.554066,0,497
42976817,-74.199121,40.546709,0,498
42976813,-74.200091,40.546477,0,499
2907420299,-74.1834553,40.5549088,0,500
2551328244,-74.1831505,40.55519,0,501
2551328242,-74.1840877,40.5543253,0,502
42960010,-74.184465,40.552279,0,503
42960001,-74.186671,40.549671,0,504
43002970,-74.196908,40.516934,0,505
42983809,-74.198736,40.516791,0,506
42953197,-74.166484,40.540556,0,507
42992292,-74.186298,40.534095,0,508
42992289,-74.185463,40.534401,0,509
43002647,-74.187963,40.534475,0,510
42952658,-74.15365,40.552646,0,511
42967847,-74.152627,40.552905,0,512
43002230,-74.16434,40.553196,0,513
43002223,-74.162463,40.553436,0,514
43002221,-74.161263,40.55359,0,515
42952978,-74.1786826,40.5425537,0,516
42952960,-74.178713,40.543288,0,517
42952299,-74.19985,40.53718,0,518
42976642,-74.202275,40.536505,0,519
42976632,-74.197435,40.537833,0,520
42953039,-74.1798928,40.5488081,0,521
42999095,-74.168206,40.553432,0,522
1032445241,-74.1685183,40.5592511,0,523
42985425,-74.184628,40.5319379,0,524
42951599,-74.181348,40.550673,0,525
42999395,-74.156739,40.554183,0,526
42952386,-74.183739,40.522796,0,527
42952295,-74.200166,40.537851,0,528
42973431,-74.197766,40.5385,0,529
42983579,-74.180745,40.529158,0,530
42952914,-74.176928,40.547318,0,531
42995503,-74.172411,40.55141,0,532
42952900,-74.178866,40.548312,0,533
42995224,-74.174385,40.551892,0,534
42948325,-74.181238,40.549496,0,535
43002035,-74.1995995,40.5319078,0,536
43002028,-74.1988435,40.5306401,0,537
2540800064,-74.1813229,40.5297262,0,538
2551025581,-74.1824138,40.5291348,0,539
42980792,-74.18232,40.556612,0,540
42972216,-74.200288,40.540851,0,541
42952148,-74.154049,40.541129,0,542
42971662,-74.154541,40.541635,0,543
42971657,-74.153397,40.54048,0,544
42997484,-74.1974868,40.5324082,0,545
43002190,-74.168729,40.539526,0,546
42992181,-74.169013,40.540098,0,547
42952659,-74.154249,40.552488,0,548
42943901,-74.175893,40.540724,0,549
42952308,-74.198872,40.535154,0,550
42961458,-74.201309,40.534489,0,551
42961447,-74.196473,40.535836,0,552
42992337,-74.197794,40.529032,0,553
43002020,-74.197381,40.528592,0,554
43010042,-74.152454,40.548713,0,555
418106022,-74.1792009,40.5413251,0,556
42985736,-74.168293,40.538931,0,557
42985290,-74.169843,40.539067,0,558
42993898,-74.1743567,40.5586945,0,559
2895368587,-74.1757878,40.5565118,0,560
42952506,-74.200544,40.545247,0,561
42990212,-74.200782,40.530084,0,562
42951594,-74.181382,40.553097,0,563
42979708,-74.175334,40.551769,0,564
42952394,-74.182265,40.5206541,0,565
43020889,-74.1702025,40.5250351,0,566
42971421,-74.193024,40.548779,0,567
42964747,-74.166678,40.559482,0,568
42976386,-74.1639504,40.551479,0,569
42962299,-74.186803,40.534855,0,570
42943909,-74.1773583,40.5408529,0,571
2895335379,-74.1769304,40.5428815,0,572
42997148,-74.153041,40.547934,0,573
42997143,-74.152924,40.547378,0,574
42952146,-74.153406,40.541631,0,575
42952142,-74.152764,40.542126,0,576
42971717,-74.160313,40.553717,0,577
42992284,-74.184137,40.534857,0,578
42968684,-74.16524,40.55309,0,579
42948189,-74.155073,40.543319,0,580
42948192,-74.15435,40.543734,0,581
42948199,-74.152917,40.54456,0,582
42962560,-74.177475,40.555255,0,583
43000510,-74.185657,40.554096,0,584
43021151,-74.18505,40.553356,0,585
42975078,-74.191833,40.543961,0,586
42951513,-74.198171,40.549579,0,587
42964085,-74.198948,40.549401,0,588
42950026,-74.1804818,40.5285655,0,589
43017126,-74.187573,40.550147,0,590
43017075,-74.190145,40.551601,0,591
43015226,-74.185217,40.553887,0,592
42951525,-74.197404,40.547985,0,593
42960477,-74.196084,40.548398,0,594
43001706,-74.194872,40.548364,0,595
42976829,-74.194615,40.548011,0,596
42967026,-74.198398,40.527586,0,597
2550747343,-74.1834795,40.5388204,0,598
43000766,-74.171869,40.555154,0,599
43000765,-74.170794,40.555295,0,600
42977200,-74.184928,40.536267,0,601
42949415,-74.180248,40.527475,0,602
43018513,-74.17959,40.528232,0,603
42999102,-74.168684,40.555567,0,604
42951521,-74.197708,40.548572,0,605
42951517,-74.197981,40.549171,0,606
42948323,-74.180503,40.550358,0,607
42978768,-74.1639118,40.544031,0,608
2551346623,-74.163559,40.5436987,0,609
43000515,-74.184995,40.554807,0,610
42966320,-74.187674,40.53647,0,611
43000466,-74.152629,40.556473,0,612
42988889,-74.184422,40.524598,0,613
2551023500,-74.1855036,40.5261265,0,614
2551023497,-74.1803058,40.5261165,0,615
42949074,-74.171837,40.5576,0,616
43015328,-74.171425,40.55813,0,617
42988876,-74.1783835,40.5267212,0,618
42966467,-74.195064,40.516874,0,619
42966464,-74.193264,40.517305,0,620
42982638,-74.170622,40.554569,0,621
43000455,-74.1866243,40.5247301,0,622
42988894,-74.186099,40.523996,0,623
42992234,-74.176392,40.536621,0,624
42985931,-74.186093,40.554549,0,625
42983266,-74.1876513,40.52436,0,626
43000119,-74.153715,40.548026,0,627
42992066,-74.154329,40.548812,0,628
42999097,-74.168367,40.554131,0,629
42948332,-74.184347,40.545891,0,630
43019478,-74.185122,40.546289,0,631
43019474,-74.183571,40.545505,0,632
2895362631,-74.1543202,40.5493943,0,633
43018337,-74.179799,40.551141,0,634
42949574,-74.178549,40.53811,0,635
42979499,-74.177906,40.538703,0,636
42948329,-74.182777,40.547709,0,637
42999116,-74.169317,40.55841,0,638
42948285,-74.190875,40.541947,0,639
43017900,-74.190555,40.541278,0,640
43017895,-74.191187,40.542605,0,641
43014882,-74.1672871,40.5515787,0,642
42999023,-74.159557,40.538334,0,643
43013896,-74.160312,40.537868,0,644
42948149,-74.162563,40.539081,0,645
43016790,-74.161038,40.537416,0,646
42948295,-74.196092,40.540497,0,647
43012056,-74.196402,40.541173,0,648
43012049,-74.195764,40.539839,0,649
448115256,-74.1853598,40.541267,0,650
448115259,-74.1808537,40.5464784,0,651
359872525,-74.1804846,40.5469023,0,652
42998991,-74.155933,40.535354,0,653
42998376,-74.15583,40.554272,0,654
42948152,-74.161794,40.539489,0,655
42965038,-74.179107,40.538701,0,656
42999118,-74.1697398,40.5602366,0,657
42961382,-74.179116,40.537493,0,658
42999041,-74.165489,40.544652,0,659
42999033,-74.164788,40.543802,0,660
42998994,-74.157043,40.535967,0,661
42985007,-74.1882893,40.5315157,0,662
42948158,-74.161024,40.539898,0,663
42994162,-74.159141,40.537899,0,664
42992135,-74.164231,40.543301,0,665
42948141,-74.16609,40.537388,0,666
42996395,-74.164525,40.535235,0,667
42948164,-74.159381,40.540834,0,668
42994578,-74.157354,40.538196,0,669
42948300,-74.198404,40.539856,0,670
42948259,-74.199678,40.518519,0,671
42989003,-74.200976,40.517728,0,672
42985411,-74.169846,40.551017,0,673
42986693,-74.166403,40.5429826,0,674
42948290,-74.193513,40.541218,0,675
42986778,-74.193197,40.540551,0,676
42986773,-74.19384,40.541886,0,677
42982636,-74.168524,40.554852,0,678
42949429,-74.180395,40.527893,0,679
42983827,-74.198988,40.518749,0,680
42985692,-74.15664,40.544895,0,681
42997993,-74.180746,40.555476,0,682
42985704,-74.158786,40.543661,0,683
42997939,-74.179234,40.557113,0,684
43015941,-74.181062,40.556885,0,685
42985708,-74.159513,40.543257,0,686
42997989,-74.179822,40.555596,0,687
42985709,-74.160952,40.542424,0,688
42985712,-74.162527,40.541503,0,689
42985715,-74.163321,40.541155,0,690
42985717,-74.16414,40.540809,0,691
42985734,-74.16745,40.539261,0,692
42975415,-74.152845,40.533624,0,693
42984584,-74.163916,40.539269,0,694
42984587,-74.165662,40.538332,0,695
42948137,-74.166979,40.537117,0,696
42984522,-74.167454,40.537718,0,697
42948135,-74.16824,40.536611,0,698
42984525,-74.168666,40.537195,0,699
42964779,-74.1604578,40.5603067,0,700
42976549,-74.167572,40.550575,0,701
42974987,-74.170006,40.559357,0,702
42998300,-74.180549,40.539517,0,703
42947087,-74.1600571,40.5276559,0,704
43013316,-74.158771,40.528262,0,705
42998298,-74.179978,40.539638,0,706
42975199,-74.168146,40.544019,0,707
42972197,-74.194147,40.54254,0,708
523530021,-74.1936576,40.5426736,0,709
42946865,-74.1819098,40.5462058,0,710
43019186,-74.1828282,40.5451297,0,711
42948170,-74.158661,40.541246,0,712
42977736,-74.160195,40.54281,0,713
42977732,-74.157406,40.53998,0,714
42998215,-74.18309,40.531259,0,715
42998211,-74.1831909,40.5301215,0,716
42948181,-74.15651,40.542493,0,717
42975838,-74.158077,40.544078,0,718
